Order_ID,Order_Date,Customer_Age,Gender,City,Category,Qty,Unit Price,Discount,Shipping,Delivery,Sales,Profit,Rating,Profit_Category
SK100854,21-02-25,35,Female,Delhi,Electronics,2,8489,10,102,9,15280.2,1668.83,2,0
SK100855,15-11-24,22,Female,Delhi,Grocery,4,750,25,99,6,2250,473.83,5,0
SK100856,09-08-24,45,Male,Mumbai,Fashion,2,35565,20,172,1,56904,9671.52,2,1
SK100857,27-01-24,45,Female,Bengaluru,Grocery,5,42231,0,337,5,211155,41026.31,5,1
SK100858,05-12-24,52,Male,Delhi,Electronics,4,22242,0,533,3,88968,7068.34,5,1
SK100859,19-01-25,52,Male,Jaipur,Beauty,5,28802,20,492,7,115208,26229.1,1,1
SK100860,22-10-24,40,Female,Lucknow,Furniture,1,34782,15,478,10,29564.7,3116.36,1,1
SK100861,11-05-24,43,Male,Lucknow,Furniture,4,21456,0,566,1,85824,10361.98,5,1
SK100862,13-03-25,40,Male,Bengaluru,Grocery,3,44938,40,495,10,80888.4,19990.76,4,1
SK100863,31-10-24,41,Female,Delhi,Grocery,4,19280,10,592,10,69408,13777.4,3,1
SK100864,06-03-24,36,Female,Delhi,Electronics,4,47806,10,278,7,172101.6,48846.73,4,1
SK100865,01-08-24,54,Female,Mumbai,Sports,4,38960,5,229,1,148048,9656.01,4,1
SK100866,02-04-25,41,Female,Mumbai,Furniture,1,12883,20,319,5,10306.4,1060.22,5,0
SK100867,03-07-24,22,Male,Chennai,Sports,5,10423,5,437,6,49509.25,6604.81,1,1
SK100868,13-06-25,53,Male,Lucknow,Furniture,5,23788,20,99,5,95152,6813,1,1
SK100869,05-02-25,46,Female,Bengaluru,Beauty,2,21073,15,276,3,35824.1,4681.62,5,1
SK100870,04-11-24,58,Male,Bengaluru,Beauty,1,17525,10,197,6,15772.5,3900.14,5,1
SK100871,07-02-24,57,Male,Jaipur,Fashion,1,14270,30,399,2,9989,837.54,4,0
SK100872,24-05-25,62,Male,Delhi,Beauty,3,48913,10,547,5,132065.1,37673.33,2,1
SK100873,11-02-25,23,Male,Delhi,Beauty,4,44257,25,571,10,132771,17753.7,2,1
SK100874,04-03-24,40,Female,Jaipur,Fashion,5,12281,15,304,10,52194.25,9513.81,2,1
SK100875,23-10-24,28,Female,Jaipur,Sports,2,10445,10,117,9,18801,1408.82,3,0
SK100876,26-05-25,22,Male,Pune,Grocery,3,43337,15,163,4,110509.35,12643.76,3,1
SK100877,20-04-25,37,Female,Bengaluru,Furniture,5,7580,40,269,2,22740,4440.05,5,1
SK100878,22-05-24,18,Male,Bengaluru,Sports,5,4552,0,376,1,22760,4263.99,5,1
SK100879,11-09-24,25,Male,Bengaluru,Sports,2,19529,40,461,4,23434.8,3856.53,5,1
SK100880,29-12-24,43,Male,Delhi,Grocery,2,32364,5,244,6,61491.6,11576.55,3,1
SK100881,26-01-24,64,Male,Jaipur,Fashion,1,15781,5,135,2,14991.95,3481.4,5,1
SK100882,05-06-24,65,Female,Chennai,Electronics,4,19383,10,380,2,69778.8,5115.68,5,1
SK100883,13-04-24,63,Female,Chennai,Sports,1,6820,15,361,1,5797,679.21,5,0
SK100884,02-02-25,35,Male,Lucknow,Beauty,3,17636,5,183,8,50262.6,7666.75,5,1
SK100885,16-09-24,31,Female,Lucknow,Furniture,5,14043,20,123,7,56172,12064.79,4,1
SK100886,24-03-24,55,Female,Chennai,Sports,5,322,30,539,7,1127,-324,4,0
SK100887,20-02-25,20,Male,Lucknow,Electronics,2,29764,0,398,1,59528,8919.6,3,1
SK100888,23-09-24,41,Male,Mumbai,Fashion,3,16889,5,264,3,48133.65,4626.56,5,1
SK100889,02-02-24,34,Male,Delhi,Sports,5,20830,40,177,2,62490,6158.87,1,1
SK100890,11-03-24,24,Female,Chennai,Sports,5,14244,40,94,7,42732,7161.05,3,1
SK100891,21-02-24,32,Female,Hyderabad,Grocery,2,4515,20,256,7,7224,1634.77,1,0
SK100892,23-04-24,23,Female,Chennai,Beauty,3,26670,40,593,9,48006,2907.75,4,0
SK100893,27-05-24,25,Male,Lucknow,Furniture,2,5611,20,454,1,8977.6,290.29,3,0
SK100894,16-08-24,52,Male,Mumbai,Sports,5,35554,15,266,8,151104.5,21744.26,2,1
SK100895,10-03-25,62,Male,Bengaluru,Beauty,2,16547,10,199,10,29784.6,2040.79,5,0
SK100896,26-03-24,61,Female,Chennai,Grocery,5,32483,5,127,7,154294.25,11118.61,5,1
SK100897,17-12-24,26,Male,Hyderabad,Beauty,1,40890,40,86,4,24534,4210.03,5,1
SK100898,11-05-25,58,Female,Chennai,Beauty,4,14325,0,260,4,57300,13630.45,1,1
SK100899,15-11-24,35,Female,Hyderabad,Sports,2,23880,0,194,7,47760,3853.02,4,1
SK100900,13-02-24,26,Female,Bengaluru,Furniture,1,25457,0,493,1,25457,2141.65,4,0
SK100901,09-01-24,51,Male,Delhi,Furniture,5,20656,20,355,10,82624,22908.8,5,1
SK100902,04-05-25,32,Male,Bengaluru,Sports,3,38540,0,466,8,115620,11585.45,5,1
SK100903,04-07-24,63,Female,Mumbai,Beauty,2,36525,20,249,1,58440,15540.64,5,1
SK100904,11-09-24,31,Female,Chennai,Beauty,1,17992,10,475,8,16192.8,4277.97,1,1
SK100905,21-04-25,35,Female,Mumbai,Fashion,1,27482,30,573,2,19237.4,2562.78,2,0
SK100906,19-08-24,63,Male,Chennai,Beauty,3,9457,0,340,10,28371,2287.31,2,0
SK100907,20-04-24,18,Female,Chennai,Electronics,4,7714,10,295,2,27770.4,3073.13,2,1
SK100908,08-07-24,38,Female,Lucknow,Grocery,5,17055,10,266,10,76747.5,20172.17,2,1
SK100909,18-10-24,26,Female,Chennai,Sports,5,31038,25,324,7,116392.5,15641.11,1,1
SK100910,04-07-24,34,Female,Hyderabad,Fashion,4,16119,40,493,5,38685.6,9180.73,1,1
SK100911,26-07-24,40,Male,Jaipur,Furniture,4,7655,10,502,1,27558,7252.53,2,1
SK100912,09-04-24,46,Male,Delhi,Electronics,4,46372,15,216,4,157664.8,33950.67,1,1
SK100913,01-12-24,22,Female,Chennai,Sports,4,30919,20,427,2,98940.8,21906.4,1,1
SK100914,12-11-24,20,Female,Pune,Electronics,1,28345,25,254,8,21258.75,861.37,2,0
SK100915,28-02-24,49,Male,Chennai,Beauty,2,9686,0,177,6,19372,3459.14,2,1
SK100916,21-11-24,57,Male,Hyderabad,Sports,4,49672,15,224,7,168884.8,33457.84,3,1
SK100917,20-10-24,47,Male,Delhi,Sports,1,29275,20,290,8,23420,1180.57,2,0
SK100918,30-05-25,37,Male,Jaipur,Furniture,5,38023,40,593,1,114069,32663.91,4,1
SK100919,01-06-25,62,Female,Delhi,Electronics,1,18587,0,426,5,18587,1485.8,4,0
SK100920,22-05-25,65,Female,Hyderabad,Fashion,2,7080,40,344,1,8496,2079.42,5,0
SK100921,27-02-24,28,Male,Delhi,Electronics,4,42056,5,529,8,159812.8,35536.28,1,1
SK100922,21-04-25,36,Female,Lucknow,Beauty,3,10500,15,106,4,26775,6066.04,4,1
SK100923,27-11-24,43,Female,Pune,Grocery,4,41472,0,122,6,165888,35788.43,2,1
SK100924,03-03-25,20,Male,Chennai,Grocery,4,17025,40,185,9,40860,11351.63,4,1
SK100925,04-06-24,55,Female,Delhi,Furniture,2,44067,40,325,3,52880.4,12069.28,5,1
SK100926,19-07-24,30,Male,Chennai,Electronics,3,3984,40,288,3,7171.2,1077.39,3,0
SK100927,01-03-24,44,Male,Chennai,Electronics,1,10163,40,464,7,6097.8,823.55,3,0
SK100928,13-04-24,30,Male,Delhi,Grocery,4,2414,10,165,6,8690.4,600.07,4,0
SK100929,23-01-24,31,Female,Pune,Furniture,5,27608,5,599,10,131138,26174.46,5,1
SK100930,12-10-24,64,Male,Delhi,Electronics,2,41026,5,68,2,77949.4,15368.83,3,1
SK100931,31-12-24,30,Female,Delhi,Electronics,5,439,20,537,1,1756,-40.08,5,0
SK100932,27-04-24,36,Female,Mumbai,Fashion,1,45036,15,387,1,38280.6,2660.28,1,0
SK100933,28-12-24,33,Female,Lucknow,Electronics,1,42242,40,283,9,25345.2,1752.92,3,0
SK100934,16-04-24,52,Female,Bengaluru,Electronics,3,33938,25,525,10,76360.5,7563.24,3,1
SK100935,02-12-24,29,Female,Delhi,Grocery,5,33561,25,87,4,125853.75,29737.1,3,1
SK100936,29-06-24,47,Female,Mumbai,Electronics,3,9198,25,144,8,20695.5,3951.97,5,1
SK100937,22-11-24,56,Male,Mumbai,Fashion,3,6705,0,299,2,20115,2899.6,5,0
SK100938,10-05-25,45,Male,Hyderabad,Fashion,1,5553,15,501,9,4720.05,468.19,1,0
SK100939,24-10-24,59,Female,Lucknow,Electronics,2,47109,30,325,6,65952.6,4353.29,3,1
SK100940,22-01-25,40,Male,Pune,Sports,1,10117,30,121,8,7081.9,1975.32,1,0
SK100941,28-04-24,62,Female,Delhi,Furniture,1,21396,0,198,9,21396,5625.06,1,1
SK100942,05-05-25,49,Female,Bengaluru,Sports,5,15484,25,269,4,58065,15775.5,1,1
SK100943,21-03-25,32,Male,Jaipur,Fashion,4,49189,40,556,4,118053.6,19234.56,5,1
SK100944,21-12-24,40,Male,Hyderabad,Grocery,3,29351,15,171,6,74845.05,14574.58,2,1
SK100945,16-03-24,19,Female,Delhi,Furniture,2,30438,25,423,10,45657,9974.41,3,1
SK100946,12-05-25,40,Female,Chennai,Grocery,2,25838,10,440,1,46508.4,7301.32,1,1
SK100947,23-01-24,50,Male,Jaipur,Fashion,3,14471,30,141,5,30389.1,6639.74,4,1
SK100948,27-03-24,46,Male,Delhi,Electronics,5,41915,5,594,10,199096.25,27968.16,4,1
SK100949,31-05-24,27,Female,Lucknow,Beauty,5,14803,15,427,8,62912.75,3133.46,4,1
SK100950,30-03-25,56,Male,Bengaluru,Beauty,2,1654,10,491,3,2977.2,353.54,3,0
SK100951,09-08-24,62,Male,Delhi,Grocery,1,19604,10,190,7,17643.6,5086.01,5,1
SK100952,12-06-25,43,Female,Bengaluru,Furniture,3,38463,20,100,10,92311.2,15011.06,4,1
SK100953,14-03-25,36,Male,Hyderabad,Furniture,1,12928,30,339,9,9049.6,1803.14,1,0
SK100954,03-01-25,58,Male,Mumbai,Electronics,5,14259,15,183,6,60600.75,6133,1,1
SK100955,04-06-25,22,Female,Lucknow,Beauty,2,32090,20,370,1,51344,11074.23,1,1
SK100956,07-01-24,47,Male,Mumbai,Electronics,1,7523,10,457,5,6770.7,766.19,5,0
SK100957,04-06-24,23,Female,Delhi,Furniture,3,4706,0,101,8,14118,3847.32,4,1
SK100958,18-12-24,63,Female,Hyderabad,Sports,5,678,10,103,4,3051,411.3,4,0
SK100959,13-05-24,61,Male,Hyderabad,Electronics,1,44421,0,182,4,44421,9558.18,5,1
SK100960,14-03-25,41,Female,Mumbai,Grocery,2,38429,0,440,1,76858,11871.01,5,1
SK100961,05-03-24,39,Male,Hyderabad,Fashion,4,3695,10,477,1,13302,2722.18,1,0
SK100962,28-05-25,31,Female,Lucknow,Fashion,5,5181,20,419,2,20724,2922.98,4,0
SK100963,27-07-24,55,Female,Bengaluru,Electronics,5,18542,5,308,4,88074.5,6006.65,2,1
SK100964,28-02-25,22,Female,Jaipur,Furniture,5,22640,15,98,8,96220,9527.41,4,1
SK100965,31-05-24,35,Female,Delhi,Furniture,1,25094,20,214,5,20075.2,4456.23,5,1
SK100966,01-08-24,59,Female,Mumbai,Grocery,3,48796,5,281,8,139068.6,18514.36,2,1
SK100967,08-01-24,24,Female,Delhi,Electronics,4,8786,30,425,10,24600.8,4065.47,2,1
SK100968,13-01-24,41,Female,Jaipur,Fashion,1,32291,10,590,4,29061.9,5307.77,5,1
SK100969,22-09-24,57,Male,Bengaluru,Grocery,4,2128,20,508,3,6809.6,1060.29,4,0
SK100970,02-03-24,63,Male,Mumbai,Electronics,3,14227,15,276,3,36278.85,9694,1,1
SK100971,21-03-24,41,Male,Hyderabad,Electronics,3,4256,25,245,3,9576,524.35,1,0
SK100972,10-02-24,43,Female,Pune,Beauty,3,27061,15,527,9,69005.55,15597.14,1,1
SK100973,20-04-24,27,Male,Hyderabad,Grocery,5,17126,40,591,8,51378,2282.99,4,0
SK100974,14-05-24,40,Male,Hyderabad,Fashion,4,18340,30,137,2,51352,6390.79,1,1
SK100975,30-04-25,62,Female,Bengaluru,Sports,5,33458,25,522,8,125467.5,24240.65,5,1
SK100976,13-06-24,40,Female,Chennai,Grocery,4,47145,0,291,4,188580,24586.78,2,1
SK100977,22-07-24,38,Female,Delhi,Sports,3,17864,0,361,7,53592,10577.14,4,1
SK100978,11-05-24,30,Male,Chennai,Electronics,4,44845,20,371,6,143504,31555.12,1,1
SK100979,13-04-25,64,Male,Lucknow,Grocery,3,35602,30,364,6,74764.2,11849.94,5,1
SK100980,04-09-24,22,Female,Hyderabad,Beauty,3,17294,25,345,4,38911.5,7333.25,2,1
SK100981,11-02-24,61,Female,Bengaluru,Electronics,3,17841,10,370,9,48170.7,14044.97,1,1
SK100982,27-05-24,50,Female,Bengaluru,Fashion,4,37574,5,80,6,142781.2,36114.32,2,1
SK100983,04-01-24,65,Female,Pune,Furniture,1,2069,0,567,1,2069,-287.5,5,0
SK100984,07-02-24,23,Male,Bengaluru,Sports,4,7226,10,84,9,26013.6,3045.84,4,1
SK100985,11-03-24,62,Male,Pune,Beauty,3,43565,40,220,4,78417,4873.4,1,1
SK100986,17-09-24,52,Female,Pune,Sports,5,25913,20,278,7,103652,26384.6,5,1
SK100987,08-08-24,33,Male,Delhi,Sports,3,40220,20,163,1,96528,24475.65,5,1
SK100988,09-05-25,35,Female,Delhi,Grocery,2,38103,30,430,7,53344.2,4887.59,5,1
SK100989,18-01-24,19,Female,Bengaluru,Fashion,4,30878,10,466,7,111160.8,6109.65,5,1
SK100990,31-03-25,51,Male,Lucknow,Beauty,2,41766,5,323,3,79355.4,7823.81,5,1
SK100991,10-10-24,22,Female,Bengaluru,Grocery,2,40262,0,577,1,80524,14869.26,3,1
SK100992,01-05-24,57,Male,Jaipur,Grocery,4,33283,30,345,10,93192.4,24462.86,4,1
SK100993,28-01-25,21,Female,Jaipur,Grocery,4,11438,20,70,3,36601.6,2892.61,3,0
SK100994,19-04-25,58,Male,Pune,Electronics,4,20079,20,183,8,64252.8,6059.55,2,1
SK100995,09-07-24,49,Female,Lucknow,Sports,2,43209,40,306,9,51850.8,4074.43,1,1
SK100996,22-03-24,49,Female,Pune,Beauty,3,43078,30,371,8,90463.8,9877.6,1,1
SK100997,16-12-24,61,Male,Hyderabad,Furniture,4,17156,30,385,9,48036.8,5792.97,5,1
SK100998,09-09-24,25,Male,Bengaluru,Electronics,3,5081,40,414,3,9145.8,1031.94,4,0
SK100999,07-02-25,44,Female,Hyderabad,Furniture,2,676,15,235,6,1149.2,76.04,5,0
SK101000,19-05-24,40,Female,Mumbai,Electronics,2,18711,30,334,10,26195.4,1987.12,5,0
SK101001,05-09-24,37,Male,Mumbai,Electronics,5,42710,10,275,7,192195,43000.84,1,1
SK101002,07-10-24,31,Male,Bengaluru,Fashion,3,42982,0,571,2,128946,9405.15,4,1
SK101003,26-08-24,36,Male,Bengaluru,Sports,5,9861,30,313,7,34513.5,8212.78,1,1
SK101004,12-11-24,30,Female,Jaipur,Fashion,5,5870,40,116,8,17610,1105.43,5,0
SK101005,14-02-25,58,Male,Jaipur,Sports,2,29647,5,149,7,56329.3,11778.93,4,1
SK101006,30-01-24,58,Female,Jaipur,Sports,3,31948,30,200,3,67090.8,3841.33,4,1
SK101007,12-11-24,56,Male,Lucknow,Fashion,5,38434,5,436,4,182561.5,41157.55,3,1
SK101008,30-07-24,62,Female,Hyderabad,Beauty,3,41553,20,83,8,99727.2,19464.76,1,1
SK101009,05-06-25,25,Male,Bengaluru,Furniture,4,12073,10,322,8,43462.8,11381.61,4,1
SK101010,10-03-24,43,Male,Hyderabad,Fashion,3,11128,30,301,6,23368.8,2632.93,2,0
SK101011,18-04-24,36,Male,Chennai,Electronics,4,24194,0,260,7,96776,22706.02,2,1
SK101012,02-05-25,50,Female,Bengaluru,Beauty,4,3056,25,143,8,9168,2078.7,2,0
SK101013,17-11-24,61,Female,Pune,Beauty,2,41815,10,555,5,75267,11504.2,4,1
SK101014,16-11-24,34,Female,Lucknow,Grocery,3,24134,5,66,10,68781.9,19057.92,4,1
SK101015,27-05-25,60,Female,Pune,Furniture,3,32259,0,302,5,96777,27963.45,2,1
SK101016,02-05-24,63,Male,Lucknow,Furniture,5,34275,0,193,3,171375,41270.23,5,1
SK101017,03-03-24,46,Female,Mumbai,Sports,1,2055,25,359,6,1541.25,63.2,3,0
SK101018,24-06-25,46,Male,Delhi,Beauty,2,39617,40,582,3,47540.4,3573.48,5,1
SK101019,12-06-24,28,Female,Pune,Sports,3,35992,25,105,6,80982,4314.92,4,1
SK101020,20-08-24,53,Female,Bengaluru,Fashion,4,44915,10,419,7,161694,47048.87,5,1
SK101021,13-08-24,18,Male,Pune,Furniture,1,25467,5,533,3,24193.65,5927.38,4,1
SK101022,11-05-24,32,Female,Lucknow,Fashion,4,2640,10,338,10,9504,586.62,5,0
SK101023,26-03-25,41,Female,Bengaluru,Beauty,5,22604,10,310,2,101718,15892.54,1,1
SK101024,28-09-24,32,Female,Bengaluru,Beauty,4,46871,40,224,3,112490.4,10178.28,2,1
SK101025,08-06-25,37,Female,Chennai,Furniture,2,33943,25,523,4,50914.5,10674.81,5,1
SK101026,09-05-24,60,Male,Bengaluru,Beauty,1,34129,25,76,9,25596.75,5898.87,3,1
SK101027,12-02-25,27,Female,Hyderabad,Electronics,3,7428,25,103,2,16713,3334.41,2,1
SK101028,20-05-24,34,Male,Jaipur,Grocery,4,3594,25,329,2,10782,2302.49,3,0
SK101029,13-11-24,50,Male,Mumbai,Sports,3,27520,25,379,6,61920,13181.35,5,1
SK101030,25-05-24,65,Female,Delhi,Fashion,2,3971,40,246,10,4765.2,1116.57,2,0
SK101031,27-09-24,22,Female,Delhi,Furniture,3,34722,15,183,1,88541.1,20197.81,4,1
SK101032,26-07-24,38,Male,Mumbai,Fashion,5,2273,40,419,7,6819,721.69,2,0
SK101033,15-08-24,54,Female,Jaipur,Electronics,1,5287,10,196,5,4758.3,471.67,1,0
SK101034,09-05-24,18,Female,Pune,Furniture,1,29610,10,282,2,26649,5526.63,4,1
SK101035,25-01-24,33,Male,Delhi,Furniture,3,32964,20,432,10,79113.6,18385.49,1,1
SK101036,31-10-24,24,Female,Mumbai,Electronics,2,33928,0,303,8,67856,5795,5,1
SK101037,26-02-24,64,Female,Jaipur,Beauty,3,9451,30,143,5,19847.1,1880.94,1,0
SK101038,17-05-25,47,Male,Pune,Fashion,3,5313,30,129,5,11157.3,877.44,3,0
SK101039,28-12-24,41,Male,Chennai,Sports,1,37695,25,136,3,28271.25,6243.59,1,1
SK101040,01-08-24,37,Female,Bengaluru,Electronics,3,40986,15,283,2,104514.3,8522.03,4,1
SK101041,17-01-25,58,Male,Mumbai,Sports,5,1579,5,359,2,7500.25,739.95,4,0
SK101042,30-08-24,49,Male,Chennai,Electronics,2,1781,10,381,6,3205.8,529.47,3,0
SK101043,05-05-24,36,Female,Chennai,Grocery,4,44227,5,591,8,168062.6,35195.9,4,1
SK101044,18-08-24,29,Male,Delhi,Beauty,5,41335,10,497,1,186007.5,40024.13,1,1
SK101045,02-02-24,51,Male,Bengaluru,Fashion,3,7349,40,258,2,13228.2,2612.31,2,0
SK101046,08-05-25,43,Female,Pune,Electronics,2,30799,10,354,5,55438.2,11639.99,1,1
SK101047,13-12-24,25,Male,Bengaluru,Grocery,5,35688,5,411,7,169518,10335.91,1,1
SK101048,14-02-24,41,Female,Hyderabad,Beauty,4,28243,30,595,6,79080.4,18303.36,5,1
SK101049,27-01-25,44,Female,Lucknow,Electronics,4,15595,30,394,4,43666,8516.43,1,1
SK101050,28-01-25,40,Male,Bengaluru,Grocery,4,30085,5,562,8,114323,13320.85,5,1
SK101051,02-03-25,39,Male,Hyderabad,Beauty,4,48986,25,474,10,146958,17821.23,1,1
SK101052,26-09-24,47,Male,Delhi,Fashion,4,39155,30,236,5,109634,28765.11,1,1
SK101053,12-03-25,41,Male,Lucknow,Sports,2,2801,25,331,10,4201.5,124.96,5,0
SK101054,12-01-24,48,Female,Jaipur,Beauty,4,31120,0,403,7,124480,9811.13,5,1
SK101055,02-12-24,23,Male,Pune,Furniture,3,30326,25,263,1,68233.5,11535.67,2,1
SK101056,01-12-24,29,Male,Mumbai,Electronics,1,44597,30,235,3,31217.9,2737.61,1,0
SK101057,13-05-25,35,Male,Jaipur,Electronics,4,32934,25,168,1,98802,25736.96,1,1
SK101058,04-06-24,33,Female,Jaipur,Furniture,5,22627,40,175,10,67881,15054.06,2,1
SK101059,07-01-25,51,Female,Mumbai,Grocery,1,22775,40,57,8,13665,2773.47,4,0
SK101060,31-03-24,57,Female,Mumbai,Sports,4,19121,20,56,7,61187.2,6295.4,3,1
SK101061,03-05-24,21,Male,Lucknow,Fashion,3,14810,20,424,3,35544,3455.94,2,1
SK101062,09-04-25,38,Male,Mumbai,Beauty,1,14542,0,74,4,14542,2952.33,3,0
SK101063,02-04-24,65,Female,Lucknow,Grocery,3,16492,0,214,9,49476,6761.64,3,1
SK101064,12-04-24,35,Male,Chennai,Fashion,2,16280,40,498,7,19536,2210.85,3,0
SK101065,28-05-25,46,Female,Bengaluru,Grocery,3,35496,5,71,7,101163.6,30042.37,4,1
SK101066,11-02-25,63,Male,Jaipur,Grocery,2,21839,30,533,10,30574.6,2087.87,5,0
SK101067,18-10-24,60,Male,Jaipur,Furniture,4,31391,5,100,6,119285.8,12502.14,4,1
SK101068,20-10-24,22,Male,Chennai,Furniture,5,25562,40,418,7,76686,22565.32,5,1
SK101069,25-01-24,37,Male,Bengaluru,Electronics,2,9777,40,144,4,11732.4,2874.81,5,0
SK101070,31-03-25,49,Male,Pune,Grocery,4,5093,5,345,5,19353.4,2588.41,3,0
SK101071,13-02-25,42,Male,Pune,Furniture,4,17299,5,569,9,65736.2,2882.02,5,0
SK101072,31-03-25,25,Female,Chennai,Furniture,3,25115,20,239,1,60276,9709.69,2,1
SK101073,17-05-25,23,Female,Delhi,Fashion,5,15094,5,96,5,71696.5,5826.56,5,1
SK101074,18-05-25,62,Male,Mumbai,Electronics,3,24443,30,228,9,51330.3,4758.35,1,1
SK101075,08-09-24,26,Male,Mumbai,Beauty,3,46271,0,147,9,138813,27404.64,1,1
SK101076,25-07-24,24,Female,Pune,Electronics,3,9431,15,207,5,24049.05,1344.69,2,0
SK101077,19-03-24,36,Male,Pune,Grocery,2,8183,0,333,6,16366,2324.38,3,0
SK101078,23-06-24,56,Male,Mumbai,Beauty,3,27515,40,329,7,49527,12948.24,1,1
SK101079,08-06-24,50,Male,Pune,Sports,3,11976,20,64,2,28742.4,4633.14,1,1
SK101080,09-04-24,40,Male,Delhi,Sports,1,34470,40,290,6,20682,772.13,2,0
SK101081,27-02-25,49,Female,Pune,Sports,2,42971,5,178,5,81644.9,22004.68,3,1
SK101082,23-01-25,45,Male,Delhi,Furniture,1,12636,20,304,8,10108.8,268.54,4,0
SK101083,26-02-24,48,Male,Chennai,Furniture,2,7919,10,231,1,14254.2,490.85,4,0
SK101084,20-11-24,54,Female,Chennai,Electronics,2,44508,30,505,5,62311.2,10010.49,1,1
SK101085,25-03-25,56,Male,Jaipur,Fashion,2,13477,40,257,1,16172.4,2353.81,5,0
SK101086,04-04-25,54,Female,Chennai,Beauty,3,44414,25,274,9,99931.5,13542.28,2,1
SK101087,10-05-25,49,Female,Lucknow,Beauty,2,15514,15,321,1,26373.8,2130.12,4,0
SK101088,28-03-25,38,Female,Delhi,Grocery,3,49428,10,468,3,133455.6,7988.9,5,1
SK101089,19-07-24,26,Male,Delhi,Beauty,1,3292,5,428,1,3127.4,62.18,2,0
SK101090,11-02-25,19,Male,Jaipur,Beauty,1,33633,5,450,8,31951.35,3868.1,3,1
SK101091,11-04-25,20,Female,Jaipur,Fashion,4,29687,15,409,10,100935.8,28666.1,3,1
SK101092,16-03-24,19,Male,Chennai,Fashion,1,2356,40,538,7,1413.6,-407.39,1,0
SK101093,18-10-24,28,Male,Mumbai,Beauty,4,24344,10,243,7,87638.4,5072.41,5,1
SK101094,22-04-25,35,Female,Hyderabad,Furniture,1,11621,40,284,1,6972.6,204.73,5,0
SK101095,11-04-25,32,Female,Mumbai,Sports,1,39719,15,67,5,33761.15,6933.05,1,1
SK101096,30-11-24,32,Male,Lucknow,Beauty,5,14604,10,124,9,65718,9285.77,5,1
SK101097,31-07-24,65,Female,Jaipur,Beauty,4,18764,20,280,7,60044.8,5220.79,4,1
SK101098,16-01-25,19,Male,Pune,Fashion,5,2972,15,147,1,12631,3069.2,5,1
SK101099,19-03-25,60,Female,Mumbai,Electronics,4,30499,10,310,7,109796.4,20749.62,2,1
SK101100,09-02-24,21,Female,Pune,Electronics,2,38354,10,523,8,69037.2,15275.15,5,1
SK101101,02-04-25,40,Male,Lucknow,Sports,3,16281,5,220,7,46400.85,9010.44,4,1
SK101102,26-02-24,64,Male,Chennai,Furniture,3,31890,5,232,9,90886.5,22184.44,5,1
SK101103,12-07-24,19,Male,Jaipur,Sports,2,38549,0,461,1,77098,6966.07,5,1
SK101104,05-02-25,25,Female,Jaipur,Beauty,2,15470,25,485,2,23205,6089.12,3,1
SK101105,27-04-25,58,Female,Jaipur,Grocery,1,33625,20,396,8,26900,2885.46,4,0
SK101106,08-09-24,63,Female,Mumbai,Sports,3,41462,5,201,10,118166.7,11777.18,1,1
SK101107,03-04-24,30,Male,Delhi,Electronics,2,45535,20,136,1,72856,19959.79,2,1
SK101108,20-02-24,47,Female,Chennai,Beauty,3,18440,5,84,7,52554,9270.77,4,1
SK101109,18-08-24,22,Male,Bengaluru,Sports,5,17559,0,403,10,87795,16921.92,1,1
SK101110,09-07-24,32,Female,Jaipur,Fashion,3,36444,5,261,4,103865.4,16960.7,1,1
SK101111,04-02-24,55,Female,Delhi,Fashion,2,23715,40,588,10,28458,2056.39,5,0
SK101112,17-05-24,28,Male,Lucknow,Grocery,4,16750,20,91,5,53600,14617.75,3,1
SK101113,19-07-24,28,Male,Jaipur,Beauty,2,5377,25,224,3,8065.5,1640.12,3,0
SK101114,05-06-25,49,Female,Chennai,Electronics,5,43763,20,104,9,175052,29707.7,5,1
SK101115,13-05-25,52,Female,Jaipur,Electronics,2,312,40,362,4,374.4,-342.5,1,0
SK101116,23-01-24,53,Male,Chennai,Beauty,5,20476,10,538,8,92142,4567.04,2,1
SK101117,10-04-25,42,Male,Pune,Electronics,2,20830,30,496,3,29162,3445.46,2,1
SK101118,08-11-24,18,Male,Bengaluru,Furniture,5,46060,30,471,2,161210,37923.94,1,1
SK101119,17-06-24,46,Female,Pune,Electronics,4,5228,30,513,1,14638.4,961.77,3,0
SK101120,05-04-25,50,Male,Chennai,Furniture,3,39715,0,505,8,119145,11860.78,2,1
SK101121,11-06-24,54,Female,Hyderabad,Fashion,1,6516,40,69,9,3909.6,776.87,4,0
SK101122,29-03-25,23,Male,Hyderabad,Sports,4,33491,10,483,6,120567.6,26259.09,5,1
SK101123,14-10-24,35,Male,Hyderabad,Fashion,1,30983,0,575,4,30983,5367.14,3,1
SK101124,27-01-25,25,Female,Jaipur,Furniture,1,32064,10,131,2,28857.6,5466.6,4,1
SK101125,09-01-24,22,Female,Chennai,Sports,1,42137,40,347,9,25282.2,3488.62,1,1
SK101126,12-06-24,21,Female,Hyderabad,Furniture,2,30902,5,199,1,58713.8,16120.63,4,1
SK101127,13-05-25,65,Male,Hyderabad,Beauty,1,37905,30,397,2,26533.5,5240.56,5,1
SK101128,10-02-25,19,Male,Bengaluru,Furniture,1,28753,20,146,10,23002.4,1037.62,1,0
